index,title,author,litres mark,litres votes,livelib mark,livelib votes,path
808,Семья безопасности, Тимур Сабаев,4.5,11,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Семья безопасности - Тимур Сабаев.txt
809,Дикарь. Часть 1. Идущий, Хайдарали Мирзоевич Усманов,4.8,3955,4.3,856,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Дикарь. Часть 1. Идущий - Хайдарали Мирзоевич Усманов.txt
810,Дитё, Владимир Поселягин,4.0,97,3.6,10,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Дитё - Владимир Поселягин.txt
811,"Буран, Тайга и Асмодей. Новый уровень ", Deinon,1.0,1,None,None,"/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Буран, Тайга и Асмодей. Новый уровень - Deinon.txt"
812,Рарник, Евгений Кострица,3.4,50,3.5,9,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Рарник - Евгений Кострица.txt
813,Когда взойдет Северная звезда, 2,3.8,5,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Когда взойдет Северная звезда - Андрей Акулов.txt
814,Сердце Дракона. Том 5 (СИ), Кирилл Сергеевич Клеванский,4.8,101,4.7,237,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Сердце Дракона. Том 5 (СИ) - Кирилл Сергеевич Клеванский.txt
815,Енот. Жизнь-игра, Кароль Елена,4.5,14,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Енот. Жизнь-игра - Кароль Елена.txt
816,Сандро из Чегема, Фазиль Искандер,4.6,227,4.5,563,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Сандро из Чегема - Фазиль Искандер.txt
817,Добрый волшебник, Андрей,4.9,8,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Добрый волшебник - Андрей.txt
818,Тени исчезают в полдень, Анатолий Иванов,4.8,125,4.7,1069,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Тени исчезают в полдень - Анатолий Иванов.txt
819,Селютин. Мир Вальдиры 2. Резервист, Неизвестный,5.0,1,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Селютин. Мир Вальдиры 2. Резервист - Неизвестный.txt
820,"Я – другой, ч.2 ", Денис Деев,4.8,75,4.4,1068,"/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Я – другой, ч.2 - Денис Деев.txt"
821,Игра Кота. Книга третья [СИ], Роман Прокофьев,4.8,621,4.3,94,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Игра Кота. Книга третья [СИ] - Роман Прокофьев.txt
822,Наследник Арисара. Дилогия, Игорь Михайлович Гаркушин,4.6,72,4.0,1,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Наследник Арисара. Дилогия - Игорь Михайлович Гаркушин.txt
823,Чиновник для особых поручений, Вера Каменская & Юрий Каменский,4.0,98,3.0,4,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Чиновник для особых поручений - Вера Каменская & Юрий Каменский.txt
824,Эликсир. Новое рождение, Александр Дроздов,4.6,204,4.4,78,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Эликсир. Новое рождение - Александр Дроздов.txt
825,Магоискин. Том второй (СИ),"4,4",83,"3,8",11,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Магоискин. Том второй (СИ) - . Astrollet.txt,
826,"Вы призвали не того_. (книга 6, том 2) ", Тимур Айтбаев,4.5,102,4.4,1934,"/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Вы призвали не того_. (книга 6, том 2) - Тимур Айтбаев.txt"
827,Мастер божественной крови_ Правда о мире, Алексей Фёдоров,5.0,7,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Мастер божественной крови_ Правда о мире - Алексей Фёдоров.txt
828,Лесовик,6,4.6,465,4.1,170,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Лесовик - Евгений Сергеевич Старухин.txt
829,Серх. Пробуждение, Евгений Игоревич Широков,4.0,11,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Серх. Пробуждение - Евгений Игоревич Широков.txt
830,Сэр Бэзил. Задача, умереть,4.4,10,2.4,3,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Сэр Бэзил. Задача - умереть - Джон Бирд.txt
831,Хроники города. Вопросы Этики, Тимофей Царенко,4.8,133,4.7,6,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Хроники города. Вопросы Этики - Тимофей Царенко.txt
832,Этот прекрасный новый мир., Илья Штайнер,4.5,7,4.2,137,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Этот прекрасный новый мир. - Илья Штайнер.txt
833,Кот с нейросетью, Владимир Товарниченко,3.2,6,None,None,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Кот с нейросетью - Владимир Товарниченко.txt
834,Наемник, Алекс Каменев,4.2,228,3.6,17,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Наемник - Алекс Каменев.txt
835,К «последнему морю». Огни на курганах. Юность полководца, Василий Ян,4.8,122,4.4,502,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/К «последнему морю». Огни на курганах. Юность полководца - Василий Ян.txt
836,Ездовой гном. Торг (СИ), Михаил Владимирович Уткин,4.6,97,4.4,13,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Ездовой гном. Торг (СИ) - Михаил Владимирович Уткин.txt
837,Архипелаг. Шестеро в пиратских широтах, Андрей Александрович Васильев,3.7,430,5.0,2,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Архипелаг. Шестеро в пиратских широтах - Андрей Александрович Васильев.txt
838,Real-RPG,"Сергей Извольский,4","9""",227,4.4,29,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Real-RPG. Ледяной клинок - Сергей Извольский.txt
839,Царь зверей. Часть 5, Антон Емельянов & Сергей Савинов,4.6,97,4.4,13,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Царь зверей. Часть 5 - Антон Емельянов & Сергей Савинов.txt
840,Алебардист, Владимир А,4.3,140,3.7,77,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Алебардист - Владимир А. Кучеренко.txt
841,Темный Эвери. Эксперт смерти, Иван Суббота,4.3,69,3.5,12,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Темный Эвери. Эксперт смерти - Иван Суббота.txt
842,Мутант. Орбитальный альянс, Виктор Казначеев,4.5,3259,4.3,15 488,/Users/apotekhin/repositories/literary-predictor/src/corpus txt/Мутант. Орбитальный альянс - Виктор Казначеев.txt
